SYMBOL,ISIN
RACLGEAR,INE704B01017
NTPCGREEN,INE0ONG01011
EIEL,INE0LLY01014
IIFLCAPS,INE489L01022
SURAKSHA,INE877V01027
GMRAIRPORT,INE776C01039
INNOVANA,INE403Y01018
MOBIKWIK,INE0HLU01028
SAILIFE,INE570L01029
VMM,INE01EA01019
IKS,INE115Q01022
ANUHPHR,INE489G01022
IGIL,INE0Q9301021
ROSSTECH,INE0OJW01016
HBLENGINE,INE292B01021
DAMCAPITAL,INE284H01025
ODIGMA,INE054301028
SANATHAN,INE0JPD01013
TRANSRAILL,INE454P01035
CEWATER,INE037Z01029
VENTIVE,INE781S01027
SENORES,INE0RB801010
CARRARO,INE0V7W01012
UNIMECH,INE0U3I01011
GVT&D,INE200A01026
INDOFARM,INE622H01018
MAMATA,INE0TO701015
ABINFRA,INE00YB01025
SGLTL,INE0M4D01010
QUADFUTURE,INE0LRY01011
DDEVPLSTIK,INE0HR601026
URAVIDEF,INE568Z01015
NAVKARURB,INE268H01044
LAXMIDENTL,INE0WO601020
ALIVUS,INE03Q201024
RVTH,INE0DAB01012
SUPREME,INE822E01011
TARIL,INE763I01026
AGARWALEYE,INE943P01029
MOSCHIP,INE935B01025
STALLION,INE0RYC01010
PROTEAN,INE004A01022
ONESOURCE,INE013P01021
MCLOUD,INE613C01026
NIBE,INE149O01018
TICL,INE388G01026
ORCHASP,INE215B01022
DENTA,INE0R4L01018
ITCHOTELS,INE379A01028
NATCAPSUQ,INE936B01015
AJAXENGG,INE274Y01021
HEXT,INE093A01041
MODTHREAD,INE794W01014
QPOWER,INE0SII01026
GUJTHEM,INE942C01045
JUBLCPL,INE03CC01015
BAJAJINDEF,INE0O9T01021
CPCAP,INE521J01018
BHARATSE,INE415D01024
ISHANCH,INE561M01018
SPECTRUM,INE01EO01010
SUNDROP,INE209A01019
PRABHA,INE0I0M01023
CURAA,INE117B01020
BIRLANU,INE557A01011
ETERNAL,INE758T01015
WAAREERTL,INE299N01021
ADOR,INE045A01017
UMIYA-MRO,INE398B01018
CIFL,INE345H01024
TINNARUBR,INE015C01016
PRIMO,INE607A01022
NPST,INE0FFK01017
AFSL,INE00ZE01026
ATHERENERG,INE0LEZ01016
COHANCE,INE03QK01018
BELRISE,INE894V01022
RAJOOENG,INE535F01024
ACUTAAS,INE00FF01025
AEGISVOPAK,INE0INX01018
THELEELA,INE0AQ201015
BORANA,INE16SF01016
PROSTARM,INE0BX301013
SCODATUBES,INE090501011
OSWALPUMPS,INE0BYP01024
AEROENTER,INE065D01027
ARISINFRA,INE0H9P01028
BLUSPRING,INE0U4101014
DIGITIDE,INE0U4701011
ELLEN,INE236E01022
KALPATARU,INE227J01012
HDBFS,INE756I01012
PICCADIL,INE546C01010
SAMBHV,INE12NJ01018
ENRIN,INE1NPP01017
ABLBL,INE14LE01019
CRIZAC,INE0S4R01014
FISCHER,INE771F01041
TRAVELFOOD,INE103V01028
GLOBECIVIL,INE0V3U01015
RAYMONDREL,INE1SY401010
IGCL,INE05J901018
PASHUPATI,INE124Y01028
SMARTWORKS,INE0NAZ01010
BELLACASA,INE344T01014
ANTHEM,INE0CZ201020
ARFIN,INE784R01023
EBGNG,INE18JU01028
INDIQUBE,INE06ST01018
RMDRIP,INE219Y01026
BRIGHOTEL,INE03NU01014
EUROBOND,INE505V01016
SHANTIGOLD,INE06ZD01017
CPPLUS,INE819V01029
LAXMIINDIA,INE06WU01026
SGFIN,INE618R01015
CHEMBONDCH,INE0TGX01019
MBEL,INE08N601015
LOTUSDEV,INE0V9Q01010
JSLL,INE0J5801029
SHEKHAWATI,INE268L01046
ALLTIME,INE0GV601021
JSWCEMENT,INE718I01012
BLUESTONE,INE304W01038
EFCIL,INE886D01026
REGAAL,INE0MHO01029
GEMAROMA,INE06XZ01023
SHREEJISPG,INE1B6101010
VIKRAMSOLR,INE078V01014
GVPIL,INE878A01011
HILINFRA,INE00RL01028
MEIL,INE0PKD01011
VIKRAN,INE01R501028
GCSL,INE199P01028
RNBDENIMS,INE012Q01039
SWANCORP,INE665A01038
AERONEU,INE035801013
KAVDEFENCE,INE641C01019
PATELRMART,INE0R8B01010
SGMART,INE385F01024
BILVYAPAR,INE071A01013
GANESHHOU,INE460C01014
AHCL,INE0Y8W01025
CEMPRO,INE686A01026
SHRINGARMS,INE1B3L01017
URBANCO,INE0CAZ01013
MWL,INE0JYY01029
STLNETWORK,INE1VXE01018
TIGERLOGS,INE906O01029
CPEDU,INE0P6P01016
ANTELOPUS,INE818A01017
AMANTA,INE084K01015
EUROPRATIK,INE198501012
ABCOTS,INE08PH01015
IVALUE,INE056801025
GKENERGY,INE1AG301022
RHETAN,INE0KKN01029
SAATVIKGL,INE13B501022
ATLANTAELE,INE0Z4F01028
GANESHCP,INE652V01016
ARSSBL,INE549H01021
JARO,INE00YJ01010
STYL,INE04VU01023
SOLARWORLD,INE0TY101024
DEVX,INE0VOV01021
EPACKPEB,INE0MLS01022
FINKURVE,INE734I01027
JAINREC,INE0YD401026
TRUALT,INE0MWH01014
PACEDIGITK,INE0S3G01027
SYSTMTXC,INE356B01024
GLOTTIS,INE0TQE01026
SOLEX,INE880Y01017
VMSTMT,INE0SJA01013
WEWORK,INE085001019
WORTHPERI,INE196Y01018
TATACAP,INE976I01016
UFBL,INE382M01027
LGEINDIA,INE324D01010
MARKOLINES,INE0FW001016
MONEYBOXX,INE296Q01012
BMWVENTLTD,INE965W01036
CRAMC,INE218I01013
RUBICON,INE506V01022
TSFINV,INE202Z01029
AURIGROW,INE925Y01036
CANHLIFE,INE01TY01017
JKIPL,INE1FF001016
KRISHIVAL,INE0GGO01015
FABTECH,INE0HF201011
ADVANCE,INE1B0W01010
MIDWESTLTD,INE0XAD01024
OMFREIGHT,INE1BZC01019
TMPV,INE155A01022
ORKLAINDIA,INE16NZ01023
STUDDS,INE00Q601028
LENSKART,INE956O01016
SMLMAH,INE294B01019
GROWW,INE0HOQ01053
MODIS,INE0L0L01012
PINELABS,INE15B701018
SHIVAUM,INE719F01016
TEAMGTY,INE289C01025
EMMVEE,INE1C6T01020
PWL,INE0LP301011
TENNIND,INE19RI01016
UTLSOLAR,INE12UR01024
CAPILLARY,INE0ILV01024
PIRAMALFIN,INE202B01038
BETA,INE351Y01019
SHILCTECH,INE024F01011
EXCELSOFT,INE606N01019
HALEOSLABS,INE320X01016
TMCV,INE1TAE01010
ADVENTHTL,INE28GN01010
SUDEEPPHRM,INE0QPI01025
PAUSHAKLTD,INE111F01024
VGL,INE273D01027
HGM,INE596H01014
JAYKAY,INE903A01025
IBULLSLTD,INE126M01010
KNAGRI,INE0KNW01016
AEQUS,INE947N01017
CNL,INE985W01018
MEESHO,INE0VDM01015
VIDYAWIRES,INE14UN01029
KSR,INE1SPP01016
MODINATUR,INE537F01012
LEMERITE,INE0G1L01025
CORONA,INE02ZQ01018
WAKEFIT,INE0E7301029
NEPHROPLUS,INE428V01029
PARKHOSPS,INE119201023
ICICIAMC,INE346A01027
RUDRA,INE027T01023
SKFINDUS,INE2J8701016
KSHINTL,INE987S01020
BOSCH-HCIL,INE782A01015
GKSL,INE0V0W01025
KRISHNADEF,INE0J5601015
WAAREEINDO,INE866K01023
ALGOQUANT,INE598D01035
BHARATCOAL,INE05XR01022
SETL,INE0M4D01010
ADVAIT,INE0ALI01010
SUDARCOLOR,INE492A01029
AMAGI,INE121R01077
VIYASH,INE807F01027
BUILDPRO,INE24OJ01011
SHADOWFAX,INE12UN01015
UEL,INE899L01030
CCAVENUE,INE483S01020
ARIS,INE0H9P01028
SIGMAADV,INE933B01012
AYE,INE501X01029
FRACTAL,INE212S01015
CEINSYS,INE016Q01014
AQYLON,INE416A01051
HALDER,INE115S01010
AARNAV,INE750R01016
TCC,INE887D01024
LTM,INE214T01019
CLEANMAX,INE647U01026
KWIL,INE2KCE01013
DSFCL,INE0OFM01015
DCMSIL,INE0OU201013
PNGSREVA,INE1RDG01013
OMNI,INE0UH301010
INA,INE0LGX01024
SEDEMAC,INE00XB01019
VITAL,INE0L4K01016
AEPL,INE757T01025
KOTYARK,INE0J0B01017
MARSONS,INE415B01044
GAUDIUMIVF,INE0P8B01020
SRTL,INE19GK01015
RSL,INE313L01016
SINGERIND,INE638A01035
GICL,INE947T01022
INNOVISION,INE0ADB01012
GSPCROP,INE713R01022
BCPL,INE00SW01015
CMPDI,INE05HV01027
AMIRCHAND,INE05TO01019
LANDSMILL,INE688J01023
POWERICA,INE921L01032
SAIPARENT,INE0H9F01037
NIMBSPROJ,INE875B01015
SAHLIBHFI,INE861D01011
BONLON,INE0B9A01018
JSWDULUX,INE133A01011
3BBLACKBIO,INE994E01018
ABMKNO,INE850B01026
ACSTECH,INE366C01021
AKCAPIT,INE701G01012
ABANSENT,INE365O01028
AMBALALSA,INE432A01017
ASHIKA,INE094B01013
ASTAR,INE194D01017
AVAILFC,INE325G01010
BNALTD,INE489D01011
BAJAJST,INE704G01024
BLIL,INE525F01025
BEEKAY,INE213D01015
BENGALASM,INE083K01017
BTTL,INE274K01012
BI,INE986A01012
BIRLAPREC,INE372E01025
BLACKROSE,INE761G01016
BNAGROCHEM,INE00HZ01011
COMFINTE,INE819A01049
DAICHI,INE928C01010
DECNGOLD,INE945F01025
DISAQ,INE131C01011
DRAGARWQ,INE934C01018
ELANTAS,INE280B01018
ELCIDIN,INE927X01018
ELITECON,INE669R01026
ELPROINTL,INE579B01039
EMPOWER,INE507F01023
FEDDERSHOL,INE417D01020
FERMENTA,INE225B01021
FRONTSP,INE572D01014
GRANDOAK,INE926B01016
GRAVISSHO,INE214F01026
GNRL,INE207H01018
HBESD,INE640B01021
HALDYNGL,INE506D01020
HAWKINCOOK,INE979B01015
IWP,INE586E01020
INDPRUD,INE620D01011
INVPRECQ,INE155E01016
COCKERILL,INE515A01019
KAMAHOLD,INE411F01010
KANCHI,INE081G01019
KLBRENG-B,INE338F01015
KIRANVYPAR,INE555P01013
KOTIC,INE972A01020
KPL,INE552U01010
LAHOTIOV,INE515C01023
MCCHRLS-B,INE435D01014
MADHAVIPL,INE631R01026
MAFATIND,INE270B01035
MAJESAUT,INE201B01022
MENNPIS,INE650G01029
MERCANTILE,INE689O01013
METROGLOBL,INE085D01033
NATIONSTD,INE166R01015
NILE,INE445D01013
NIRLON,INE910A01012
NITTAGELA,INE265B01019
PML,INE291E01019
PIONRINV,INE746D01014
PRADPME,INE770A01010
PRAVEG,INE722B01019
PREMCO,INE001E01012
QUINT,INE641R01017
RRIL,INE951M01037
RSDFIN,INE616F01022
ZSARACOM,INE967G01019
SCANSTL,INE099G01011
SEIL,INE440T01028
SHINDL,INE220Z01013
SHARDUL,INE037B01020
SHBAJRG,INE402H01015
SHRIKRISH,INE997I01012
SIKA,INE438E01032
SURYALA,INE132C01027
TAALTECH,INE524T01011
TAMBOLIIN,INE864J01012
THACKER,INE077P01034
TIMEX,INE064A01026
TRANSPEK,INE687A01016
ULTRAMAR,INE405A01021
VELJAN,INE232E01013
WPIL,INE765D01022
WELSPLSOL,INE731F01037
WIMPLAST,INE015B01018
SAPPL,INE185C01017
SONAL,INE321M01017
TECHNVISN,INE314H01012
THAKDEV,INE403F01017
ZFSTEERING,INE116C01012
NEAGI,INE605D01012
HEALTHX,INE019J01013
OMPOWER,INE25E901019
KISSHT,INE12F801023
GRADIENTE,INE361K01017
CMRGREEN,INE00WV01027
QMSMEDI,INE0FMW01018
RMC,INE655V01019
HEXAGON,INE0JUI01012
TURTLEMINT,INE0OC301013
VAML,INE1CDF01017
VISL,INE1CLE01013
VOGL,INE704J01044
VEDPOWER,INE694L01019
GUJENERGY,INE844O01030
VOEPL,INE0I0T01010
CORDELIA,INE0LZF01039
KNACK,INE17QZ01016
GYFTR,INE724A01017
AURUS,INE142K01011
RAMBHAJO,INE1SJO01012
KUSUMGAR,INE0ISX01025
CSM,INE0ZK601013
LASERPOWER,INE17IR01028
RIR,INE302D01024
AGL,INE1YPB01014
AASTHA,INE2FMX01012
AEROPLANE,INE05TO01019
SBIFUNDS,INE640G01020
CPL,INE536P01021
CMLL,INE11XY01018
ASHIKAG,INE094B01013
MERCURYEV,INE763M01028
INDOMIM,INE084101034
LCL,INE0QJW01029
ALPINETEX,INE1JCQ01037
MANIPALHOS,INE459N01021
JNPR,INE05C901015
MVELECTRO,INE0OWZ01020
ONIDA,INE831A01028
ANNAPURNA,INE0MGM01017
ARDEE,INE0XNF01022
SWARAJ,INE0GMR01016
XTRANET,INE0NG701011
LEAPIND,INE00GO01025
SHUKRAPHAR,INE551C01044
TECHNOCRAF,INE1D0W01018
ADVIKCA,INE178T01024
ALFREDHE,INE782D01027
ALUFLUOR,INE058F01019
AMAL,INE841D01013
ANSALBU,INE030C01015
ARCL,INE372M01010
ARYAMAN,INE032E01017
ASIANTNE,INE822B01017
ASSAMENT,INE165G01010
AUSTENG,INE759F01012
ACGL,INE451C01013
AVANCE,INE758A01072
AXTEL,INE767C01012
AZADIND,INE566M01017
BENARAS,INE664D01019
BPLPHARMA,INE365Y01019
BLUECLOUDS,INE373T01047
BRAHMINFRA,INE320I01017
BRIGHTBR,INE630D01010
CGVAK,INE084D01010
CHEMCRUX,INE298W01016
COMPEAU,INE823B01015
CFEL,INE700F01024
CRAVATEX,INE145E01017
CRSL,INE716D01033
DEEP,INE00IY01012
DHABRIYA,INE260R01016
DHATRE,INE715T01031
DHOOTTRANS,INE01NH01023
EASTWEST,INE595R01023
EBIX,INE432F01032
ECORECO,INE316A01038
EKI,INE0CPR01018
EMPIND,INE515H01014
ENKEIWHEL,INE130L01014
FREDUN,INE194R01017
HAMPTON,INE299D01022
HRYNSHP,INE400G01011
HAZOOR,INE550F01049
HBPOR,INE638B01025
HINDALUMI,INE227B01019
HINDADH,INE074C01013
ISTLTD,INE684B01029
INDOKEM,INE716F01012
ITL,INE478D01014
JENBURPH,INE354A01013
JYOTIRES,INE577D01013
KJMCFIN,INE533C01018
KMCSHIL,INE879K01018
KAMANWALA,INE344D01018
KANCOTEA,INE398L01017
LKPSEC,INE341H01023
LADDERUP,INE519D01015
LEENEE,INE791B01014
LOTUSCHO,INE026D01011
MKEXIM,INE227F01010
MAKERSL,INE987A01010
MANBRO,INE348N01042
MSL,INE829S01016
MEDICAPQ,INE442D01010
MIIL,INE898Q01015
MLKFOOD,INE588G01021
MINALIND,INE097E01028
MOHITE,INE154B01023
MOLBIO,INE869T01028
MUKESHB,INE596B01017
NTCIND,INE920C01017
ODYCORP,INE839E01023
ONEGLOBAL,INE670O01013
ONIXSOLAR,INE173M01012
OPTIFIN,INE031G01022
ORIRAIL,INE457G01029
PBMPOLY,INE501F01018
POEL,INE035S01028
PACIFICI,INE883C01025
PANCHMAHQ,INE798F01010
PANORAMA,INE258R01028
PARNAXLAB,INE383L01019
PERMAGN,INE418E01018
PHOENXINTL,INE245B01011
POLYSPIN,INE914G01029
PRISMX,INE286N01028
RTSPOWR,INE005C01017
RRECL,INE0AK901016
SAB,INE137M01017
SVGLOBAL,INE159L01013
SAICAPI,INE531X01018
SEKURITIND,INE068B01017
SAYAJIIND,INE327G01032
SGLRES,INE967B01028
SHERVANI,INE011D01013
SHILGRAVQ,INE960A01017
SHIVACEM,INE555C01029
SHIVAAGRO,INE960E01019
SHRADDHA,INE311M01018
SGRL,INE414Y01015
SHRJAGP,INE564J01026
VASUPRADA,INE574G01013
SIMPLXREA,INE167H01014
SPELS,INE252A01019
SUMEDHA,INE886B01012
SUNLOC,INE671C01016
SUNRAKSHAK,INE671K01027
SUNSHIEL,INE199E01014
SUPTANERY,INE460D01038
SIEL,INE843L01012
SWARNSAR,INE967A01012
SWISSMLTRY,INE010C01025
TGVSL,INE284B01028
TANAA,INE692C01020
TERAI,INE390D01011
TOYAMSL,INE457P01020
TRANSCOR,INE330E01023
TRITONV,INE440G01017
TUTIALKA,INE400A01014
UDAYJEW,INE551B01012
VADILENT,INE693D01018
VEDAVAAG,INE359B01010
VGCL,INE761Q01015
VIJSOLX,INE362D01010
VIRAT,INE467D01017
VIRTUALG,INE247C01023
VISACHROME,INE286H01012
VIVOBIOT,INE380K01017
VOITHPAPR,INE285C01015
WARDINMOBI,INE945P01024
ADDIND,INE757C01021
MILKYMIST,INE00IT01020
MPDL,INE493H01014
MYSORPETRO,INE741A01011
NICCOPAR,INE653C01022
SRIKPRIND,INE009C01019
STLSTRINF,INE205F01016
UPHOT,INE726E01014
WHBRADY,INE855A01019
YOGI,INE290E01011
BLEL,INE1EEM01017
SHIPROCKET,INE0FOO01011
APOORVA,INE217S01014
HORIZONIND,INE685T01010
LALITHAA,INE0K9O01026
SHANKESH,INE1WFC01025
SUNSHINE,INE1B3O01011
GAJA,INE18UN01038
TEMPSENS,INE1KZI01025
AUGMONT,INE16W401027
SKYWAYS,INE0PX301025
SYMBIOTEC,INE899I01028
KDGREEN,INE348N01042
LUMINO,INE185Q01025
ESDS,INE0DRI01029
PERNIASPOP,INE0I1B01016
VIVIANA,INE0MEG01014
DEEPA,INE1M2N01020
CRESTO,INE203Y01012
DOLLEX,INE0JHH01011
PRANAV,INE0H4201019
GLASSWALL,INE644Q01039
HTEL,INE0LEG01024
KANOHAR,INE877D01025
PRASOLCHEM,INE455U01024
ANNU,INE103001017
ARCIL,INE148G01016
KARAMTARA,INE590T01012
LCCPROJECT,INE1FPN01026
MPIMANIPAL,INE241U01028
RENTOMOJO,INE08T701025
STEAMHOUSE,INE0FRO01022
PRIORITY,INE15EH01014
